date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:10:20	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:20%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/pdfs/frame_of_mind/05_candlelight_gitarre.pdf	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/pdfs/frame_of_mind/05_candlelight_gitarre.pdf	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:20	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:20%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/pdfs/frame_of_mind/05_candlelight_bass.pdf	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/pdfs/frame_of_mind/05_candlelight_bass.pdf	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:20	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:20%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/06_dark_rain_so_alone.mp3	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/06_dark_rain_so_alone.mp3	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:20	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:20%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/06_dark_rain_so_alone.ogg	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/06_dark_rain_so_alone.ogg	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:20	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:20%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/06_dark_rain_so_alone.webmvp8.webm	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/06_dark_rain_so_alone.webmvp8.webm	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:21	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:21%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/powertabs/frame_of_mind/06_so_alone.ptb	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/powertabs/frame_of_mind/06_so_alone.ptb	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:21	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:21%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/pdfs/frame_of_mind/06_so_alone_gitarre.pdf	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/pdfs/frame_of_mind/06_so_alone_gitarre.pdf	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:21	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:21%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/pdfs/frame_of_mind/06_so_alone_bass.pdf	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/pdfs/frame_of_mind/06_so_alone_bass.pdf	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:21	93806/93806	---M--	200	added ('OK')	image/jpeg	etag:%2216e6e-5264ed28cdba5%22	http://www.markusbrunner.de/uploads/tx_mbsonglist/frame_of_mind_hinten.jpg	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/uploads/tx_mbsonglist/frame_of_mind_hinten.jpg	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:21	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:21%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/07_dark_rain_cold.mp3	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/07_dark_rain_cold.mp3	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:22	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:22%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/07_dark_rain_cold.ogg	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/07_dark_rain_cold.ogg	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:22	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:22%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/07_dark_rain_cold.webmvp8.webm	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/07_dark_rain_cold.webmvp8.webm	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:22	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:22%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/powertabs/frame_of_mind/07_cold.ptb	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/powertabs/frame_of_mind/07_cold.ptb	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:22	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:22%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/pdfs/frame_of_mind/07_cold_gitarre.pdf	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/pdfs/frame_of_mind/07_cold_gitarre.pdf	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:23	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:23%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/pdfs/frame_of_mind/07_cold_bass.pdf	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/pdfs/frame_of_mind/07_cold_bass.pdf	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:23	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:23%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/08_dark_rain_blue.mp3	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/08_dark_rain_blue.mp3	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:23	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:23%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/08_dark_rain_blue.ogg	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/08_dark_rain_blue.ogg	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:23	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:23%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/08_dark_rain_blue.webmvp8.webm	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/08_dark_rain_blue.webmvp8.webm	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:23	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:23%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/powertabs/frame_of_mind/08_blue.ptb	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/powertabs/frame_of_mind/08_blue.ptb	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:24	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:24%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/pdfs/frame_of_mind/08_blue_gitarre.pdf	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/pdfs/frame_of_mind/08_blue_gitarre.pdf	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:24	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:24%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/pdfs/frame_of_mind/08_blue_bass.pdf	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/pdfs/frame_of_mind/08_blue_bass.pdf	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:24	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:24%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/09_dark_rain_be_me.mp3	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/09_dark_rain_be_me.mp3	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:24	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:24%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/09_dark_rain_be_me.ogg	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/09_dark_rain_be_me.ogg	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:25	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:25%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/09_dark_rain_be_me.webmvp8.webm	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/09_dark_rain_be_me.webmvp8.webm	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:25	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:25%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/powertabs/frame_of_mind/09_be_me.ptb	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/powertabs/frame_of_mind/09_be_me.ptb	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:25	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:25%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/pdfs/frame_of_mind/09_be_me_gitarre.pdf	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/pdfs/frame_of_mind/09_be_me_gitarre.pdf	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:25	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:25%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/pdfs/frame_of_mind/09_be_me_bass.pdf	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/pdfs/frame_of_mind/09_be_me_bass.pdf	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:25	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:25%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/10_dark_rain_come_home.mp3	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/10_dark_rain_come_home.mp3	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:26	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:26%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/10_dark_rain_come_home.ogg	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/10_dark_rain_come_home.ogg	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:26	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:26%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/10_dark_rain_come_home.webmvp8.webm	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/10_dark_rain_come_home.webmvp8.webm	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:26	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:26%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/powertabs/frame_of_mind/10_come_home.ptb	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/powertabs/frame_of_mind/10_come_home.ptb	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:26	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:26%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/pdfs/frame_of_mind/10_come_home_gitarre.pdf	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/pdfs/frame_of_mind/10_come_home_gitarre.pdf	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:27	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:27%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/pdfs/frame_of_mind/10_come_home_bass.pdf	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/pdfs/frame_of_mind/10_come_home_bass.pdf	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:27	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:27%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/11_dark_rain_find_the_key.mp3	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/11_dark_rain_find_the_key.mp3	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:27	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:27%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/11_dark_rain_find_the_key.ogg	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/11_dark_rain_find_the_key.ogg	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:27	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:27%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/11_dark_rain_find_the_key.webmvp8.webm	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/11_dark_rain_find_the_key.webmvp8.webm	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:27	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:27%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/videos/darkrain_lkastuttgart_trailer_512k.ogg	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/videos/darkrain_lkastuttgart_trailer_512k.ogg	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:28	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:28%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/videos/darkrain_lkastuttgart_trailer_512k.webmvp8.webm	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/videos/darkrain_lkastuttgart_trailer_512k.webmvp8.webm	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:28	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:28%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/videos/darkrain_lkastuttgart_trailer_512k.mp4	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/videos/darkrain_lkastuttgart_trailer_512k.mp4	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:28	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:28%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/powertabs/frame_of_mind/11_find_the_key.ptb	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/powertabs/frame_of_mind/11_find_the_key.ptb	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:28	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:28%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/pdfs/frame_of_mind/11_find_the_key_gitarre.pdf	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/pdfs/frame_of_mind/11_find_the_key_gitarre.pdf	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:29	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:29%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/pdfs/frame_of_mind/11_find_the_key_bass.pdf	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/pdfs/frame_of_mind/11_find_the_key_bass.pdf	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:29	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:29%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/12_dark_rain_day_when_i_went_down.mp3	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/12_dark_rain_day_when_i_went_down.mp3	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:29	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:29%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/12_dark_rain_day_when_i_went_down.ogg	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/12_dark_rain_day_when_i_went_down.ogg	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:29	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:29%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/12_dark_rain_day_when_i_went_down.webmvp8.webm	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/12_dark_rain_day_when_i_went_down.webmvp8.webm	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:29	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:29%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/powertabs/frame_of_mind/12_the_day_when_I_went_down.ptb	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/powertabs/frame_of_mind/12_the_day_when_I_went_down.ptb	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:30	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:30%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/pdfs/frame_of_mind/12_the_day_when_I_went_down_gitarre.pdf	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/pdfs/frame_of_mind/12_the_day_when_I_went_down_gitarre.pdf	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:30	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:30%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/pdfs/frame_of_mind/12_the_day_when_I_went_down_bass.pdf	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/pdfs/frame_of_mind/12_the_day_when_I_went_down_bass.pdf	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:30	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:30%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/13_dark_rain_see_you_again.mp3	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/13_dark_rain_see_you_again.mp3	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:30	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:30%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/13_dark_rain_see_you_again.ogg	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/13_dark_rain_see_you_again.ogg	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:31	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:31%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/13_dark_rain_see_you_again.webmvp8.webm	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/13_dark_rain_see_you_again.webmvp8.webm	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:31	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:31%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/powertabs/frame_of_mind/13_see_you_again.ptb	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/powertabs/frame_of_mind/13_see_you_again.ptb	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:31	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:31%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/pdfs/frame_of_mind/13_see_you_again_gitarre.pdf	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/pdfs/frame_of_mind/13_see_you_again_gitarre.pdf	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:31	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:31%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/pdfs/frame_of_mind/13_see_you_again_bass.pdf	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/pdfs/frame_of_mind/13_see_you_again_bass.pdf	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:31	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:31%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/14_dark_rain_lost_angeles.mp3	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/14_dark_rain_lost_angeles.mp3	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
13:10:32	1363/1363	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2028%20Sep%202018%2011:10:32%20GMT	http://www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/14_dark_rain_lost_angeles.ogg	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/darkrain/darkrain_media/mp3s/frame_of_mind/14_dark_rain_lost_angeles.ogg	(from http://www.markusbrunner.de/audiografie/dark-rain.html)
